timestamp,request_id,source_image,target_image,combo_key,api_version,source_file_size_kb,target_file_size_kb,source_base64_size_kb,target_base64_size_kb,total_payload_size_mb,request_start_time,request_end_time,request_duration_seconds,http_status_code,success,timeout_occurred,error_type,error_message,response_content_length,response_content_type,api_generation_time,api_remaining_credits,api_request_id,detection_face_order,model_type,swap_type,hardware_type,source_faces_index,target_faces_index,credits_used,cost_per_request,previous_credits,output_file_saved,batch_number,session_start_time,test_type,api_endpoint_url,face_restore,face_upsample,codeformer_fidelity,all_request_parameters_json
2025-07-24T15:26:48.185290,v2_multiface_1753367208185,source_01.jpg,target_02.png,source_01_to_target_02,v2,41.12,2706.51,54.83,3608.69,3.58,2025-07-24T15:26:48.191961,2025-07-24T15:26:58.663932,10.472,200,True,False,,,562960,image/jpeg,3.332,575.7295626243,e50ea1c40ebca5200268de6e7cb37fe3,N/A,CodeFormer,face,N/A,"0,1,2,3,4","0,1,2,3,4",0.004699500000015178,0.0,575.7342621243,True,21,2025-07-24T15:26:33.621834,multi_face,https://api.segmind.com/v1/faceswap-v2,codeformer-v0.1.0.pth,N/A,N/A,"{""source_faces_index"": [0, 1, 2, 3, 4], ""target_faces_index"": [0, 1, 2, 3, 4], ""face_restore"": ""codeformer-v0.1.0.pth"", ""base64"": false}"
2025-07-24T15:27:01.671844,v2_multiface_1753367221671,source_01.jpg,target_03.png,source_01_to_target_03,v2,41.12,203.44,54.83,271.26,0.32,2025-07-24T15:27:01.675631,2025-07-24T15:27:11.755270,10.08,200,True,False,,,287161,image/jpeg,2.629,575.7224466243,f3293a4f6375f402dfb5e842350f0a8e,N/A,CodeFormer,face,N/A,"0,1,2,3,4","0,1,2,3,4",0.0071159999999963475,0.0001,575.7295626243,True,22,2025-07-24T15:26:33.621834,multi_face,https://api.segmind.com/v1/faceswap-v2,codeformer-v0.1.0.pth,N/A,N/A,"{""source_faces_index"": [0, 1, 2, 3, 4], ""target_faces_index"": [0, 1, 2, 3, 4], ""face_restore"": ""codeformer-v0.1.0.pth"", ""base64"": false}"
2025-07-24T15:27:14.759794,v2_multiface_1753367234759,source_01.jpg,target_04.png,source_01_to_target_04,v2,41.12,248.54,54.83,331.38,0.38,2025-07-24T15:27:14.762771,2025-07-24T15:27:22.371588,7.609,200,True,False,,,335012,image/jpeg,2.196,575.7162966243,952591e12ee59c31438956c44d214787,N/A,CodeFormer,face,N/A,"0,1,2,3,4","0,1,2,3,4",0.006150000000047839,0.0001,575.7224466243,True,23,2025-07-24T15:26:33.621834,multi_face,https://api.segmind.com/v1/faceswap-v2,codeformer-v0.1.0.pth,N/A,N/A,"{""source_faces_index"": [0, 1, 2, 3, 4], ""target_faces_index"": [0, 1, 2, 3, 4], ""face_restore"": ""codeformer-v0.1.0.pth"", ""base64"": false}"
2025-07-24T15:27:25.378962,v2_multiface_1753367245379,source_01.jpg,target_05.png,source_01_to_target_05,v2,41.12,285.22,54.83,380.3,0.42,2025-07-24T15:27:25.383023,2025-07-24T15:27:33.056274,7.673,200,True,False,,,415179,image/jpeg,2.185,575.7004656243,0f30f7cf77049ded798cef4bc0176332,N/A,CodeFormer,face,N/A,"0,1,2,3,4","0,1,2,3,4",0.015830999999934647,0.0002,575.7162966243,True,24,2025-07-24T15:26:33.621834,multi_face,https://api.segmind.com/v1/faceswap-v2,codeformer-v0.1.0.pth,N/A,N/A,"{""source_faces_index"": [0, 1, 2, 3, 4], ""target_faces_index"": [0, 1, 2, 3, 4], ""face_restore"": ""codeformer-v0.1.0.pth"", ""base64"": false}"
2025-07-24T15:27:36.065806,v2_multiface_1753367256066,source_01.jpg,target_07.png,source_01_to_target_07,v2,41.12,244.67,54.83,326.23,0.37,2025-07-24T15:27:36.069054,2025-07-24T15:27:43.933788,7.865,200,True,False,,,335469,image/jpeg,2.16,575.6971881243,5522701f3580fbe0e74ca0eabe3875dd,N/A,CodeFormer,face,N/A,"0,1,2,3,4","0,1,2,3,4",0.0032774999999674037,0.0,575.7004656243,True,25,2025-07-24T15:26:33.621834,multi_face,https://api.segmind.com/v1/faceswap-v2,codeformer-v0.1.0.pth,N/A,N/A,"{""source_faces_index"": [0, 1, 2, 3, 4], ""target_faces_index"": [0, 1, 2, 3, 4], ""face_restore"": ""codeformer-v0.1.0.pth"", ""base64"": false}"
2025-07-24T15:27:46.944195,v2_multiface_1753367266944,source_02.jpg,target_01.png,source_02_to_target_01,v2,265.91,3015.2,354.55,4020.27,4.27,2025-07-24T15:27:46.960626,2025-07-24T15:27:58.583572,11.623,200,True,False,,,629100,image/jpeg,3.089,575.6939481243,5baff8ab985c77eafdb576a975cf3675,N/A,CodeFormer,face,N/A,"0,1,2,3,4","0,1,2,3,4",0.0032400000000052387,0.0,575.6971881243,True,26,2025-07-24T15:26:33.621834,multi_face,https://api.segmind.com/v1/faceswap-v2,codeformer-v0.1.0.pth,N/A,N/A,"{""source_faces_index"": [0, 1, 2, 3, 4], ""target_faces_index"": [0, 1, 2, 3, 4], ""face_restore"": ""codeformer-v0.1.0.pth"", ""base64"": false}"
2025-07-24T15:28:01.595576,v2_multiface_1753367281595,source_02.jpg,target_02.png,source_02_to_target_02,v2,265.91,2706.51,354.55,3608.69,3.87,2025-07-24T15:28:01.612175,2025-07-24T15:28:12.610097,10.998,200,True,False,,,562907,image/jpeg,2.792,575.6893146243,0db5cca6e6910d7684298050b90a12e4,N/A,CodeFormer,face,N/A,"0,1,2,3,4","0,1,2,3,4",0.004633500000068125,0.0,575.6939481243,True,27,2025-07-24T15:26:33.621834,multi_face,https://api.segmind.com/v1/faceswap-v2,codeformer-v0.1.0.pth,N/A,N/A,"{""source_faces_index"": [0, 1, 2, 3, 4], ""target_faces_index"": [0, 1, 2, 3, 4], ""face_restore"": ""codeformer-v0.1.0.pth"", ""base64"": false}"
2025-07-24T15:28:15.622206,v2_multiface_1753367295622,source_02.jpg,target_03.png,source_02_to_target_03,v2,265.91,203.44,354.55,271.26,0.61,2025-07-24T15:28:15.627040,2025-07-24T15:28:25.423757,9.797,200,True,False,,,287130,image/jpeg,2.87,575.6090796243,8b5b87f2e1fb4bcb4e902cb0d559cabf,N/A,CodeFormer,face,N/A,"0,1,2,3,4","0,1,2,3,4",0.08023500000001604,0.0008,575.6893146243,True,28,2025-07-24T15:26:33.621834,multi_face,https://api.segmind.com/v1/faceswap-v2,codeformer-v0.1.0.pth,N/A,N/A,"{""source_faces_index"": [0, 1, 2, 3, 4], ""target_faces_index"": [0, 1, 2, 3, 4], ""face_restore"": ""codeformer-v0.1.0.pth"", ""base64"": false}"
2025-07-24T15:30:49.699294,v2_multiface_1753367449699,source_01.jpg,target_01.png,source_01_to_target_01,v2,41.12,3015.2,54.83,4020.27,3.98,2025-07-24T15:30:49.703537,2025-07-24T15:31:00.712774,11.009,200,True,False,,,628685,image/jpeg,2.972,575.5781691243,0273f2b18830104ef8a4dbd1495384f2,N/A,CodeFormer,face,N/A,"0,1,2,3,4","0,1,2,3,4",0.030910500000004504,0.0003,575.6090796243,True,29,2025-07-24T15:30:49.698882,multi_face,https://api.segmind.com/v1/faceswap-v2,codeformer-v0.1.0.pth,N/A,N/A,"{""source_faces_index"": [0, 1, 2, 3, 4], ""target_faces_index"": [0, 1, 2, 3, 4], ""face_restore"": ""codeformer-v0.1.0.pth"", ""base64"": false}"
2025-07-24T15:31:03.721274,v2_multiface_1753367463721,source_01.jpg,target_02.png,source_01_to_target_02,v2,41.12,2706.51,54.83,3608.69,3.58,2025-07-24T15:31:03.734931,2025-07-24T15:31:14.086131,10.351,200,True,False,,,562960,image/jpeg,2.631,575.5737111243,130ecb7372380304cb04f27092705f1f,N/A,CodeFormer,face,N/A,"0,1,2,3,4","0,1,2,3,4",0.004457999999999629,0.0,575.5781691243,True,30,2025-07-24T15:30:49.698882,multi_face,https://api.segmind.com/v1/faceswap-v2,codeformer-v0.1.0.pth,N/A,N/A,"{""source_faces_index"": [0, 1, 2, 3, 4], ""target_faces_index"": [0, 1, 2, 3, 4], ""face_restore"": ""codeformer-v0.1.0.pth"", ""base64"": false}"
